,card,reports,age,income,share,expenditure,owner,selfemp,dependents,months,majorcards,active,sex,race
1056,1,0,27.25,3.264,0.02482904,67.20167,no,no,0,16,1,5,Male,White
1057,1,0,24.0,2.1,0.0836781,146.27,yes,no,0,24,1,14,Male,Other
1058,1,0,23.41667,2.7456,0.002403846,4.5833330000000005,no,no,0,7,1,9,Female,White
1059,1,1,55.33333,3.7,0.05220054,160.4517,yes,no,1,300,1,4,Female,Other
1060,1,0,35.16667,4.815,0.04295223,171.5125,yes,no,2,48,1,18,Male,White
1061,1,0,46.33333,3.05,0.003491803,8.125,yes,no,0,96,0,4,Female,Other
1062,1,0,39.41667,2.4,0.1922946,384.1725,no,no,1,96,1,7,Male,White
1063,1,0,34.91667,5.0,0.4258454,1774.356,yes,no,3,36,1,7,Female,Other
1064,1,0,19.08333,2.6,0.1316562,285.255,no,no,0,87,1,2,Male,White
1065,1,0,27.58333,4.0,0.01495,49.25,yes,yes,3,40,1,13,Female,White
1066,1,0,46.25,6.8,0.007138088,40.19917,yes,yes,0,48,1,2,Male,Black
1067,1,0,47.16667,1.94,0.01680412,26.5,no,no,0,10,0,13,Male,White
1068,1,0,25.41667,2.45,0.09007061,183.5608,no,no,0,48,1,6,Female,Other
1069,1,0,51.33333,4.53,0.0121468,45.35417,yes,no,4,126,0,5,Male,White
1070,1,0,41.0,6.825,0.1168531999999999,664.6025,no,no,2,12,1,0,Male,Other
1071,1,1,36.33333,3.85,0.01171896,37.015,no,no,1,36,1,8,Male,White
1072,1,0,32.41667,2.75,0.3767844,862.9642,yes,no,2,27,1,9,Male,White
1073,0,3,41.75,3.5,0.0003428572,0.0,yes,no,2,38,1,19,Female,White
1074,0,3,32.75,3.0,0.0004,0.0,yes,no,3,32,1,7,Female,White
1075,1,0,21.91667,2.3,0.07491956,143.4292,yes,no,2,24,1,10,Male,Other
1076,1,0,29.25,1.8,0.08336612,124.6325,no,no,0,51,1,3,Male,White
1077,1,0,21.08333,2.2,0.3152637,577.9833,no,no,0,143,1,6,Female,Other
1078,1,0,34.66667,4.8,0.06658583,266.3433,yes,no,3,15,1,0,Male,Other
1079,1,0,27.91667,2.04,0.01792304,30.0525,yes,no,2,38,1,4,Female,White
1080,1,1,36.5,1.68,0.138147,193.3225,yes,no,0,44,1,12,Male,Other
1081,1,0,24.0,2.7811,0.05255475,121.6333,no,no,0,3,1,0,Male,Other
1082,1,0,63.75,6.0,0.001833333,8.333333,no,no,0,50,1,14,Male,White
1083,1,0,25.83333,3.5,0.054492,158.6017,no,no,0,34,0,2,Female,White
1084,0,4,42.41667,1.8,0.0006666667,0.0,no,no,2,48,1,10,Female,Black
1085,1,0,35.0,3.9,0.05496077,178.4558,yes,no,2,36,1,7,Female,Other
1086,1,0,20.66667,2.0,0.100224,167.04,no,no,0,14,1,1,Male,Black
1087,1,2,41.83333,7.1195,0.09599761,569.5458,yes,no,3,96,1,6,Male,White
1088,0,2,24.91667,1.85,0.0006486487,0.0,no,no,0,14,0,3,Female,Black
1089,1,0,32.08333,1.6,0.263585,351.3633,no,no,0,6,1,3,Male,White
1090,1,0,34.08333,4.85,0.04899547,198.0233,yes,no,2,114,1,12,Male,White
1091,1,0,37.16667,2.825,0.06534584,153.7517,yes,no,0,240,1,2,Male,Other
1092,0,1,27.08333,2.7,0.0004444444,0.0,no,no,1,169,0,6,Female,Black
1093,0,0,56.0,1.45,0.0008275861999999,0.0,yes,no,0,242,1,4,Female,Black
1094,1,0,26.75,1.8,0.0066111109999999,9.166667,yes,no,0,53,1,9,Male,White
1095,0,0,33.25,3.7,0.0003243243,0.0,yes,no,2,72,1,0,Male,White
1096,1,0,19.16667,1.9,0.2829620999999999,448.0233,no,no,0,192,0,1,Female,White
1097,1,0,35.91667,2.62,0.2154031,470.2967,yes,no,1,6,0,9,Male,Black
1098,1,0,25.16667,3.75,0.128076,400.0708,yes,no,0,7,1,11,Male,White
1099,1,0,45.75,4.5,0.03987022,149.0967,yes,no,2,132,1,9,Male,Other
1100,0,4,38.5,3.7,0.0003243243,0.0,no,no,2,24,1,11,Female,Black
1101,1,1,42.0,3.836,0.103933,332.2392,yes,no,3,14,1,14,Male,Black
1102,0,0,25.83333,1.59,0.000754717,0.0,no,no,0,87,1,9,Female,Black
1103,0,2,25.91667,2.07,0.0005797101,0.0,no,no,0,20,0,7,Female,Other
1104,1,0,31.08333,5.1,0.1696612,721.06,yes,no,3,15,1,9,Male,White
1105,0,3,40.5,4.0128,0.0002990431,0.0,no,no,1,12,1,17,Female,White
1106,1,0,67.16666,4.4692,0.002148035,7.0833330000000005,no,no,1,36,1,1,Male,Other
1107,1,0,33.08333,3.5,0.05705314,166.2383,no,no,0,26,1,1,Female,White
1108,1,0,45.75,5.0,0.001525,5.5208330000000005,yes,no,0,144,1,14,Male,Black
1109,1,1,28.16667,2.5,0.0032,5.8333330000000005,no,no,1,24,1,6,Female,Black
1110,1,0,30.41667,1.5,0.06344134,78.885,no,no,1,24,0,5,Male,White
1111,1,1,47.0,3.8425,0.006584255,20.25,yes,no,2,233,1,16,Male,White
1112,1,1,42.75,3.6,0.03806583,113.9475,yes,no,2,60,1,22,Male,Other
1113,1,0,44.5,2.95,0.2008407,493.7333,no,no,0,180,1,13,Male,White
1114,1,0,37.66667,2.385,0.1676499,332.7042,yes,yes,0,168,1,13,Male,Other
1115,1,0,28.0,2.16,0.02366667,42.51667,no,no,0,50,0,3,Female,White
1116,1,0,31.75,2.007,0.09045292,151.0325,no,no,1,4,1,0,Male,Other
1117,1,0,22.91667,1.56,0.09851731,128.0725,yes,no,0,6,0,7,Male,Black
1118,0,4,57.75,2.0,0.0006,0.0,yes,yes,0,36,0,44,Female,White
1119,1,0,23.0,2.9,0.0004137930999999,0.0,no,no,1,12,1,0,Female,White
1120,1,0,24.16667,3.7,0.07111514,219.2717,yes,no,1,8,1,5,Male,White
1121,1,0,37.16667,3.84,0.0118375,37.71333,no,no,3,10,1,0,Male,Black
1122,0,1,63.41667,2.1375,0.0005614035,0.0,yes,no,0,240,1,7,Male,Black
1123,0,0,23.0,2.4,0.0005,0.0,no,no,0,1,1,0,Male,Black
1124,1,0,24.33333,2.4,0.1813192,362.6383,no,no,0,16,1,0,Male,Other
1125,1,0,41.08333,2.0,0.0055,8.333333,yes,no,0,9,0,4,Male,Black
1126,0,0,28.16667,1.548,0.0007751938,0.0,no,no,3,5,0,1,Female,Black
1127,0,1,52.33333,2.0,0.0006,0.0,yes,no,3,54,1,7,Female,Other
1128,1,0,28.0,3.1,0.2248926,580.9725,yes,no,0,15,1,5,Male,Black
1129,1,0,28.75,2.5,0.01238,25.29167,yes,no,0,27,1,16,Male,White
1130,1,0,39.08333,5.1,0.04952431,210.2283,yes,no,3,60,0,22,Male,Black
1131,1,0,32.25,2.0,0.0730519999999999,121.3367,yes,no,1,24,1,2,Female,Black
1132,1,0,33.25,3.6,0.02599111,77.80666,no,no,3,16,1,9,Female,White
1133,1,0,25.0,3.3984,0.0003531073,0.0,yes,no,2,29,0,4,Female,White
1134,1,0,42.41667,4.2,0.02501619,87.30666,yes,no,4,36,1,14,Male,Other
1135,0,3,35.25,1.7,0.0007058823,0.0,yes,no,3,135,0,25,Male,Black
1136,0,0,33.08333,1.939,0.0006188757,0.0,no,no,1,96,1,5,Female,Black
1137,1,0,33.83333,2.9,0.1951082999999999,471.345,yes,no,2,147,1,8,Female,Black
1138,1,0,48.16667,1.7,0.01221235,16.63417,yes,no,0,108,1,18,Male,White
1139,0,0,26.75,4.9,0.000244898,0.0,no,no,2,6,1,0,Male,White
1140,1,0,40.08333,2.2224,0.3980818,737.0808,yes,no,2,10,1,14,Male,White
1141,1,0,32.41667,6.1064,0.1070066,544.5208,yes,no,1,67,1,1,Female,White
1142,0,1,20.91667,2.625,0.0004571429,0.0,no,yes,0,20,1,2,Female,Black
1143,0,2,21.5,1.56,0.0007692308,0.0,yes,no,0,1,1,12,Female,Black
1144,1,0,27.83333,2.652,0.07283182,160.875,yes,no,3,24,1,3,Male,Other
1145,1,0,43.91667,2.8,0.04662429,108.6233,yes,no,0,147,1,1,Male,Black
1146,1,0,24.25,1.6,0.3755244,500.6158,yes,no,0,48,0,1,Male,Other
1147,1,0,29.08333,5.0,0.1619782,674.9092,yes,no,4,3,1,0,Male,Other
1148,1,1,27.75,2.04,0.2145995,364.8192,no,no,0,24,1,10,Male,White
1149,1,0,47.58333,5.04,0.05146786,216.165,no,no,3,47,1,9,Male,Black
1150,0,0,19.83333,1.92,0.000625,0.0,no,no,0,6,0,4,Female,Black
1151,0,0,42.0,3.4,0.0003529412,0.0,yes,no,3,5,1,9,Female,Black
1152,1,0,42.75,3.2,0.1080344,287.7583,yes,no,0,68,1,9,Male,Black
1153,1,0,44.58333,3.1,0.1251213,323.0633,yes,no,0,75,1,5,Male,White
1154,1,0,35.83333,1.8829,0.1364475,214.0975,no,no,1,3,1,12,Female,White
1155,1,0,21.83333,2.4,0.08191958,163.8392,no,no,0,105,0,1,Male,Other
1156,1,0,25.91667,3.0,0.061896,154.74,yes,no,0,40,1,16,Male,Other
1157,0,0,40.91667,1.84,0.0006521739,0.0,no,yes,2,18,1,0,Female,Black
1158,1,0,35.83333,2.5,0.0791488,164.81,yes,no,1,42,0,11,Male,White
1159,1,0,31.0,5.112,0.02974648,126.3867,yes,no,2,16,1,19,Male,White
1160,1,0,51.66667,2.5,0.0193976,39.91167,yes,no,0,138,0,3,Male,White
1161,1,0,34.0,5.4,0.07138018,321.2108,yes,no,3,24,1,4,Male,Other
1162,0,2,30.58333,2.5,0.0004799999999999,0.0,no,no,0,12,1,18,Female,White
1163,1,0,33.33333,2.1,0.1308376,228.9658,no,no,0,6,0,0,Male,White
1164,1,1,32.75,6.0,0.08980783,449.0392,no,no,0,6,0,17,Male,White
1165,1,0,26.08333,1.56,0.06123782,79.60916999999999,no,no,2,13,1,13,Male,White
1166,1,0,31.91667,4.07,0.06885749,233.0417,no,no,0,12,1,14,Male,Other
1167,1,1,20.58333,2.7,0.118307,266.1908,no,no,0,147,1,22,Female,White
1168,1,0,23.41667,2.04,0.1200515,204.0875,yes,no,0,7,1,12,Female,Black
1169,1,0,60.25,2.8,0.04372321,101.8542,yes,no,3,232,1,7,Male,Black
1170,1,0,24.83333,6.2,0.1706156,881.2642,no,no,0,12,1,7,Male,Other
1171,1,0,30.16667,2.19,0.4874438,889.585,no,no,0,6,1,0,Male,Other
1172,1,0,29.33333,3.2,0.05367281,142.8775,no,no,0,36,0,6,Male,White
1173,1,0,48.16667,2.3,0.2265,434.125,yes,no,0,72,0,2,Male,White
1174,1,0,25.25,1.76,0.1375511,201.6583,no,no,0,28,1,12,Male,Black
1175,0,0,69.75,1.8,0.0006666667,0.0,yes,no,0,528,0,5,Female,Other
1176,1,0,53.25,3.96,0.002424242,7.0833330000000005,yes,no,1,180,0,5,Female,White
1177,1,0,54.08333,2.5,0.009122,18.25417,yes,no,1,102,0,13,Male,Other
1178,1,0,32.0,2.28,0.06735965,127.9833,yes,no,0,48,0,15,Female,Other
1179,1,0,33.75,2.5,0.0775176,161.1617,yes,no,1,30,1,6,Female,White
1180,1,0,23.16667,2.6,0.8245508,1786.277,no,no,0,4,1,0,Female,Other
1181,1,0,24.75,2.2,0.1550486,284.2558,yes,no,0,36,1,6,Male,White
1182,1,4,40.41667,2.448,0.2090833,426.4467,yes,no,1,41,1,12,Female,Other
1183,0,2,48.25,6.8,0.0001764706,0.0,yes,yes,1,56,0,20,Female,White
1184,0,0,35.83333,4.5,0.0002666667,0.0,yes,no,6,6,0,0,Female,Other
1185,1,0,49.66667,4.96,0.1054817,435.9908,yes,no,4,168,1,7,Male,White
1186,1,0,34.66667,5.0,0.0140793999999999,58.080830000000006,yes,no,4,6,1,0,Male,White
1187,1,0,34.91667,2.1,0.05904476,103.3283,no,no,2,49,1,4,Female,White
1188,1,0,47.33333,10.4,0.2309477,2001.547,yes,no,2,9,0,0,Male,Black
1189,0,0,19.5,1.56,0.0007692308,0.0,yes,no,0,46,0,3,Female,Other
1190,0,9,30.33333,2.3,0.0005217391,0.0,no,yes,3,15,1,9,Male,White
1191,0,0,40.0,4.9875,0.0002406015,0.0,yes,no,2,32,1,16,Female,White
1192,0,6,35.25,5.6335,0.0002130113999999,0.0,yes,no,3,18,0,10,Male,Black
1193,0,0,23.75,1.672,0.0007177034,0.0,no,no,0,27,1,0,Female,Other
1194,1,0,0.75,1.6,0.1541905999999999,205.2542,no,no,0,1,1,9,Male,Other
1195,1,0,24.83333,1.51,0.205298,258.1667,yes,no,0,30,1,2,Male,White
1196,1,0,38.75,2.8463,0.007026666,15.833329999999998,yes,no,1,120,1,16,Female,Other
1197,1,0,24.91667,2.3,0.08519435,163.0392,no,no,0,26,1,7,Male,Black
1198,1,0,25.33333,3.0,0.1900073,475.0183,no,no,0,10,0,0,Male,Other
1199,1,1,23.25,2.2,0.2345391,429.905,yes,no,0,228,0,9,Female,White
1200,1,0,49.83333,0.21,0.2718571,47.24166,yes,no,2,42,1,1,Male,White
1201,1,0,37.08333,2.8,0.1699286,396.5,no,no,0,36,1,23,Female,Other
1202,0,0,20.16667,1.8,0.0006666667,0.0,no,no,0,4,0,1,Female,Black
1203,0,2,24.58333,2.2,0.0005454546,0.0,no,no,0,6,1,8,Male,Black
1204,1,1,28.5,3.0,0.029469,73.1725,no,no,0,51,1,5,Female,Black
1205,1,0,45.58333,2.4,0.01216667,23.58333,yes,no,2,122,1,11,Female,White
1206,0,0,20.58333,1.2,0.001,0.0,no,yes,1,24,1,0,Female,Black
1207,1,0,54.25,6.8,0.1005738,569.9183,no,no,0,24,1,15,Male,White
1208,1,0,24.58333,1.5,0.01972267,24.07,no,no,0,28,1,5,Male,White
1209,1,0,31.91667,2.7,0.1151311,258.8783,no,no,0,19,1,0,Female,Other
1210,1,1,43.75,3.5,0.1329033999999999,387.2183,yes,no,3,180,0,19,Male,White
1211,0,0,31.91667,2.1,0.0005714286,0.0,no,no,2,60,1,2,Female,Black
1212,1,0,22.83333,2.5,0.4028644,839.3008,no,no,0,4,1,1,Male,White
1213,1,0,28.08333,5.47,0.02919232,133.0683,yes,no,3,18,1,0,Female,Other
1214,0,0,27.58333,2.35,0.0005106383,0.0,no,no,3,6,1,0,Female,Other
1215,1,0,22.08333,1.65,0.04985151,68.54583000000001,no,no,0,36,1,3,Male,Other
1216,1,0,34.16667,9.2,0.08662446,664.1208,yes,no,5,81,1,7,Male,White
1217,1,1,54.66667,7.29,0.1065361,647.2067,yes,no,2,78,1,9,Male,White
1218,1,0,32.91667,2.72,0.1776717,402.7225,no,no,1,6,1,8,Male,White
1219,1,0,40.0,3.624,0.01570033,47.08167,yes,no,3,124,1,19,Male,White
1220,1,0,26.0,5.3,0.05482528,242.145,yes,no,1,24,1,20,Female,Black
1221,1,0,55.25,4.9,0.06697714,273.49,yes,no,2,96,1,17,Male,White
1222,1,0,32.25,3.6208,0.04983705,150.2917,yes,no,3,97,1,13,Female,Other
1223,1,0,38.91667,2.136,0.05966339,106.2008,no,no,1,66,1,14,Male,White
1224,1,0,28.41667,2.5,0.193378,402.7875,yes,no,0,18,1,7,Male,White
1225,0,0,39.58333,0.49,0.00244898,0.0,yes,no,2,100,1,0,Female,Black
1226,1,1,55.58333,4.3,0.03501814,125.4817,yes,no,0,6,1,31,Male,Other
1227,1,0,42.0,6.3,0.04065079,213.0,yes,no,4,72,1,20,Male,White
1228,1,0,21.16667,2.4,0.1008328999999999,201.5825,no,no,0,2,1,5,Male,Other
1229,1,0,33.08333,2.8,0.03015786,70.285,yes,no,1,72,1,20,Female,Black
1230,1,0,37.75,5.0,0.0452946,188.7275,yes,no,4,36,1,25,Male,Other
1231,1,0,28.41667,2.8,0.01421429,32.66667,no,no,0,27,1,19,Female,Other
1232,1,0,31.08333,2.8,0.08684428,202.47,yes,no,3,15,1,17,Male,Other
1233,1,0,30.5,2.65,0.03147661,69.4275,no,no,3,36,1,9,Female,White
1234,0,0,25.25,1.6,0.00075,0.0,no,no,0,12,1,0,Male,Other
1235,0,4,46.91667,2.1,0.0005714286,0.0,no,no,0,25,0,3,Female,White
1236,0,0,36.16667,2.408,0.0004983389,0.0,no,no,4,14,1,0,Female,White
1237,0,1,52.75,3.1,0.0003870968,0.0,yes,no,2,75,1,9,Female,Other
1238,1,0,34.16667,2.616,0.03886773,84.73167,no,no,2,3,1,12,Male,Other
1239,0,0,53.0,11.0,0.0001090909,0.0,yes,yes,0,429,1,0,Female,White
1240,1,0,22.33333,1.8,0.05342556,80.055,no,no,0,48,0,1,Female,Other
1241,1,0,30.0,2.5,0.0210495999999999,43.43667,yes,no,3,50,1,14,Male,White
1242,1,0,25.16667,1.8,0.09530056,142.9508,no,no,0,24,0,4,Male,Black
1243,0,0,21.08333,2.7268,0.0004400762999999,0.0,no,no,1,18,1,0,Female,White
1244,0,0,22.91667,2.05,0.0005853659,0.0,no,no,0,42,0,4,Female,White
1245,1,0,40.66667,5.05,0.02842812,119.3017,yes,no,0,128,1,10,Male,Other
1246,0,2,33.83333,3.8,0.0003157895,0.0,yes,no,0,153,1,11,Female,Black
1247,0,1,35.16667,4.288,0.0002798507,0.0,yes,no,3,24,0,13,Female,Black
1248,1,0,28.83333,3.6,0.04339778,130.0267,yes,yes,0,56,1,10,Male,White
1249,1,0,30.75,4.3,0.1346951,482.6575,yes,no,4,16,1,7,Male,White
1250,0,0,41.33333,4.44,0.0002702702999999,0.0,yes,no,2,98,1,3,Female,Black
1251,1,0,38.5,2.6,0.3961604,858.3475,no,no,0,33,1,16,Male,Black
1252,0,1,33.75,4.1,0.0002926829,0.0,yes,no,2,22,1,15,Female,Black
1253,0,0,29.08333,2.86,0.0004195804,0.0,no,no,0,38,1,0,Male,White
1254,1,0,27.08333,2.4,0.01679833,33.01333,no,no,0,56,1,1,Male,White
1255,1,0,23.25,1.8,0.03098167,46.05584,no,no,1,4,0,0,Male,Other
1256,1,0,33.83333,1.8,0.1132511,169.8767,no,no,0,4,1,8,Male,Other
1257,1,0,38.16667,5.1,0.02130902,90.06333000000001,no,no,0,60,1,7,Male,White
1258,1,0,35.58333,3.5606,0.1090841,323.5875,no,no,0,12,1,0,Male,White
1259,1,0,30.41667,4.15,0.1505325,520.3417,no,no,1,16,1,4,Male,Other
1260,0,0,31.58333,2.0237,0.0005929733,0.0,no,no,0,14,1,3,Female,Black
1261,1,0,23.0,1.8,0.111475,167.2125,no,no,0,6,1,0,Male,White
1262,1,1,25.25,2.9,0.08686655,209.8442,no,no,0,276,1,6,Male,White
1263,0,6,35.58333,4.0,0.0003,0.0,no,no,0,29,0,5,Male,Other
1264,1,0,28.66667,2.95,0.09361254,229.7975,no,no,0,26,1,4,Female,White
1265,0,0,37.0,3.2,0.000375,0.0,no,no,0,14,1,0,Female,Black
1266,1,0,41.08333,4.5,0.1431333,536.25,yes,no,2,6,1,10,Male,White
1267,0,6,37.41667,7.0,0.0001714286,0.0,yes,no,4,120,1,10,Male,Black
1268,0,0,19.41667,2.2,0.0005454546,0.0,no,no,0,6,1,0,Female,Black
1269,1,0,22.33333,2.8,0.08228679,191.8358,no,no,0,4,1,0,Male,Other
1270,1,0,29.08333,2.2,0.0005454546,0.0,no,no,0,9,1,0,Female,Black
1271,1,0,26.75,5.77,0.07547747,362.7542,yes,no,1,13,1,11,Male,White
1272,1,0,43.08333,2.4317,0.08052638,163.18,no,no,2,18,1,28,Female,White
1273,1,0,37.33333,7.0,0.03023229,176.2717,yes,no,2,14,1,17,Male,White
1274,1,0,26.75,2.15,0.03427907,61.33333,no,no,0,10,0,4,Male,White
1275,1,0,42.16667,5.2,0.01342865,57.440830000000005,yes,no,3,29,1,9,Male,Other
1276,1,0,28.16667,4.7,0.2421564,948.3625,yes,no,0,6,1,19,Male,Other
1277,1,0,26.08333,2.5,0.0637624,132.5883,yes,no,0,14,1,13,Male,Other
1278,1,0,48.25,5.0,0.0219424,91.17667,no,no,3,7,1,0,Male,Black
1279,1,0,27.83333,3.5,0.05023229,146.4275,yes,no,2,17,1,11,Female,White
1280,1,0,26.33333,2.45,0.05493143,111.8183,no,no,0,6,1,11,Male,White
1281,0,0,21.08333,9.9999,0.0001200012,0.0,no,no,2,8,0,0,Male,White
1282,1,0,30.58333,3.2,0.1486019,396.2717,yes,no,2,12,0,7,Male,White
1283,1,0,27.83333,3.54,0.006866666,19.59,no,no,2,3,1,0,Male,White
1284,1,0,49.16667,3.1144,0.0084953759999999,21.465,yes,no,1,154,0,6,Female,Other
1285,0,2,35.0,2.25,0.0005333333,0.0,no,no,1,84,1,3,Male,Black
1286,1,1,48.66667,6.0,0.1770172,885.0858,yes,no,3,114,1,19,Male,Other
1287,0,11,24.58333,1.68,0.0007142857,0.0,no,no,2,2,1,8,Female,Black
1288,1,0,29.58333,2.4,0.0152699999999999,29.956670000000003,no,no,1,18,1,8,Male,Other
1289,1,0,41.41667,3.2,0.01023563,26.87833,no,no,1,16,1,2,Male,Other
1290,1,0,40.91667,6.0,0.07896433,394.5717,yes,no,0,42,1,5,Male,Black
1291,1,0,22.0,1.75,0.6214691,906.3092,no,no,0,2,1,0,Male,White
1292,0,0,36.0,4.5,0.0002666667,0.0,yes,no,2,228,1,0,Female,Black
1293,1,0,39.58333,2.5,0.1922148,400.4475,no,no,0,12,1,4,Male,Black
1294,1,0,31.58333,2.55,0.1429055,303.6742,no,no,1,60,1,7,Male,Other
1295,1,0,33.08333,3.26,0.05273589,143.0158,no,no,0,37,1,18,Male,White
1296,1,1,22.83333,3.6,0.04884167,146.4417,no,no,0,30,1,20,Male,Other
1297,0,0,35.41667,2.78,0.0004316547,0.0,no,no,0,6,1,0,Male,Other
1298,1,0,58.08333,4.4,0.02659568,97.18417,yes,yes,1,132,1,12,Male,Black
1299,1,0,38.75,3.2,0.01478031,38.9975,yes,no,2,24,1,19,Female,Other
1300,0,0,27.41667,1.6,0.00075,0.0,yes,no,1,30,0,0,Female,Black
1301,0,0,23.91667,1.636,0.0007334963,0.0,no,no,1,13,1,0,Female,Black
1302,1,0,30.08333,2.7,0.01248148,27.41667,no,no,2,1,1,8,Male,White
1303,1,0,34.08333,3.5,0.06167429,179.7167,yes,no,0,24,0,10,Female,White
1304,1,1,39.08333,3.4224,0.02909975,82.65916,yes,no,0,41,1,12,Male,White
1305,1,0,38.41667,6.5,0.02921738,157.8442,yes,no,3,60,1,9,Female,White
1306,1,0,20.5,2.0,0.038431,63.55167,no,no,0,111,1,6,Female,White
1307,1,0,35.58333,3.58,0.0519919,154.8592,yes,no,2,123,1,7,Male,White
1308,1,0,25.91667,2.5,0.02125,44.02083,no,no,0,25,1,10,Male,Other
1309,1,1,40.16667,2.0,0.2548275,424.6292,yes,no,1,121,1,10,Male,White
1310,1,0,30.58333,2.512,0.002627389,4.5833330000000005,no,yes,3,36,0,4,Female,Black
1311,0,0,39.33333,2.3004,0.0005216484,0.0,no,yes,0,46,1,3,Female,Other
1312,0,0,22.58333,3.86,0.0003108808,0.0,no,no,1,36,0,4,Female,Black
1313,0,1,30.33333,2.18,0.0005504587,0.0,no,yes,0,13,1,1,Male,Black
1314,1,0,33.58333,4.566,0.002146299,7.333333,yes,no,0,94,1,19,Male,Black
1315,0,5,23.91667,3.192,0.0003759399,0.0,no,no,3,12,1,5,Female,Black
1316,1,0,40.58333,4.6,0.02651261,101.2983,yes,no,2,1,1,2,Female,White
1317,1,0,32.83333,3.7,0.008998919,26.99667,no,yes,0,60,1,7,Male,Other
1318,1,0,48.25,3.7,0.1116186,344.1575,yes,no,2,2,1,0,Male,Other
